date,asset_id,campaign,campaignId,total_reach,total_engagements,total_conversions,aggregate_conversion_rate,platforms_instagram_reach,platforms_instagram_conversion_rate,platforms_tiktok_reach,platforms_tiktok_conversion_rate,platforms_youtube_reach,platforms_youtube_conversion_rate,platforms_facebook_reach,platforms_facebook_conversion_rate
2024-08-03 00:00:00+00:00,Six Flags,Summer Splash Discount,1,69037,3876,341,0.49,5278,3.68,8323,2.33,13680,3.27,4160,2.56
2024-08-04 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,50282,5157,299,0.59,10652,2.88,7238,2.92,10861,3.18,6501,2.91
2024-08-04 00:00:00+00:00,Six Flags,Summer Splash Discount,1,56700,4846,218,0.38,7987,3.27,11635,2.49,16770,2.52,8341,3.33
2024-08-05 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,52520,4108,254,0.48,5463,3.95,9463,2.82,8882,1.61,8268,3.52
2024-08-05 00:00:00+00:00,Six Flags,Summer Splash Discount,1,64755,5522,314,0.48,8585,3.43,6986,2.41,7950,1.21,6923,3.28
2024-08-06 00:00:00+00:00,Six Flags,Summer Splash Discount,1,63195,4298,336,0.53,10978,2.85,4885,3.68,17920,2.09,3326,3.47
2024-08-06 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,70045,4134,240,0.34,5159,2.57,7673,2.76,12092,1.65,4574,2.83
2024-08-07 00:00:00+00:00,Six Flags,Summer Splash Discount,1,40920,5087,156,0.38,10001,2.66,6313,3.47,8209,3.02,8653,2.83
2024-08-07 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,77495,4585,277,0.36,11630,3.99,10715,2.85,9051,2.65,4520,3.54
2024-08-08 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,52917,4798,301,0.57,9441,3.32,6480,2.77,10209,2.56,5445,3.52
2024-08-08 00:00:00+00:00,Six Flags,Summer Splash Discount,1,63990,4546,335,0.52,9189,2.67,5598,2.97,8656,2.39,6768,3.04
2024-08-09 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,52779,3710,161,0.31,6761,3.55,11542,2.58,15801,2.79,6426,2.93
2024-08-09 00:00:00+00:00,Six Flags,Summer Splash Discount,1,75616,5033,378,0.5,11311,3.55,5711,3.4,18646,2.0,5329,3.07
2024-08-10 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,61906,5361,194,0.31,6602,2.9,10877,3.38,7573,1.45,5388,2.93
2024-08-10 00:00:00+00:00,Six Flags,Summer Splash Discount,1,44091,3519,253,0.57,12961,3.86,6153,3.22,10651,3.09,4157,3.41
2024-08-11 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,56526,4066,234,0.41,6588,3.74,4448,2.42,7171,1.91,8372,2.93
2024-08-11 00:00:00+00:00,Six Flags,Summer Splash Discount,1,52587,4816,263,0.5,12936,3.85,9396,3.73,11493,1.33,4369,3.16
2024-08-12 00:00:00+00:00,Six Flags,Summer Splash Discount,1,55593,4508,210,0.38,6574,3.69,5977,2.6,10067,2.3,7166,2.56
2024-08-12 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,41165,3728,133,0.32,5903,2.86,11687,2.64,11543,2.49,7805,3.24
2024-08-13 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,67469,3937,396,0.59,12683,3.2,7977,3.32,7075,1.25,4707,2.45
2024-08-13 00:00:00+00:00,Six Flags,Summer Splash Discount,1,55170,4985,323,0.59,6277,3.61,10418,2.96,16565,1.64,6455,3.23
2024-08-14 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,40259,4154,146,0.36,7357,3.74,10704,2.26,16426,2.99,3197,3.6
2024-08-14 00:00:00+00:00,Six Flags,Summer Splash Discount,1,79602,4301,255,0.32,12429,3.91,11553,2.26,8134,1.45,3433,3.56
2024-08-15 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,74674,4572,238,0.32,14309,2.77,10755,2.97,11375,2.37,4142,3.03
2024-08-15 00:00:00+00:00,Six Flags,Summer Splash Discount,1,40552,5133,147,0.36,13091,3.26,6525,2.23,14215,2.17,7470,2.86
2024-08-16 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,72433,4185,226,0.31,11672,2.98,10287,3.54,12873,1.52,6095,3.6
2024-08-16 00:00:00+00:00,Six Flags,Summer Splash Discount,1,46504,4838,225,0.48,13288,2.69,6533,3.55,12872,1.59,5387,3.05
2024-08-17 00:00:00+00:00,Six Flags,Summer Splash Discount,1,59164,4526,326,0.55,9031,2.95,10848,2.47,13332,2.95,8100,3.13
2024-08-17 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,51323,4464,235,0.46,14755,3.85,4016,2.35,18722,2.45,8915,3.1
2024-08-18 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,78725,4350,442,0.56,12542,2.73,8161,2.64,16923,2.32,8888,3.4
2024-08-18 00:00:00+00:00,Six Flags,Summer Splash Discount,1,70778,5886,264,0.37,14532,3.6,4307,2.94,19952,2.95,8038,2.69
2024-08-19 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,72327,3970,293,0.41,6211,3.69,7856,2.6,18165,2.36,3496,3.35
2024-08-19 00:00:00+00:00,Six Flags,Summer Splash Discount,1,75925,3437,313,0.41,10216,2.66,11998,3.3,19117,1.52,7185,3.46
2024-08-20 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,75467,4317,263,0.35,11499,3.07,11330,2.89,15150,2.43,3234,3.51
2024-08-20 00:00:00+00:00,Six Flags,Summer Splash Discount,1,46086,3662,244,0.53,6615,3.95,6351,3.31,10023,1.52,8714,2.77
2024-08-21 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,54751,4196,314,0.57,8469,2.55,9478,3.36,12185,2.41,8309,2.52
2024-08-21 00:00:00+00:00,Six Flags,Summer Splash Discount,1,40451,4267,221,0.55,14048,2.7,6023,3.41,8933,2.21,7162,2.49
2024-08-22 00:00:00+00:00,Six Flags,Summer Splash Discount,1,33204,4081,136,0.41,5577,3.43,11120,3.56,10278,2.47,5606,3.35
2024-08-22 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,43031,4855,158,0.37,11201,3.02,7389,3.58,15400,1.52,4353,2.83
2024-08-23 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,50833,4715,294,0.58,14346,3.36,6849,3.34,10034,1.75,4140,2.52
2024-08-23 00:00:00+00:00,Six Flags,Summer Splash Discount,1,78078,4619,409,0.52,10248,3.1,8301,3.52,9493,1.71,5869,3.37
2024-08-24 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,44231,4496,201,0.45,13162,3.97,5153,2.45,17650,3.24,4706,2.51
2024-08-24 00:00:00+00:00,Six Flags,Summer Splash Discount,1,77637,4175,405,0.52,9352,3.34,6315,3.2,12513,2.53,8281,3.53
2024-08-25 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,57841,4439,244,0.42,14282,3.48,4529,2.35,15415,1.77,7595,2.48
2024-08-25 00:00:00+00:00,Six Flags,Summer Splash Discount,1,59657,4474,310,0.52,13438,3.73,9515,2.22,8104,3.0,6054,2.88
2024-08-26 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,45290,3824,145,0.32,7368,2.54,11972,2.32,19356,1.8,4973,3.3
2024-08-26 00:00:00+00:00,Six Flags,Summer Splash Discount,1,41436,4878,234,0.56,8153,2.68,7713,2.86,19487,2.91,4919,3.37
2024-08-27 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,66912,4724,364,0.54,7886,3.18,11212,3.45,15391,1.84,5090,2.46
2024-08-27 00:00:00+00:00,Six Flags,Summer Splash Discount,1,49094,3795,271,0.55,7377,3.06,6353,3.69,14360,2.91,4332,2.9
2024-08-28 00:00:00+00:00,Six Flags,Summer Splash Discount,1,45418,3995,156,0.34,11214,2.88,7930,3.78,18796,2.47,4943,2.92
2024-08-28 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,52676,4237,193,0.37,9300,3.18,8247,2.9,13871,2.52,3238,2.52
2024-08-29 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,38926,4704,177,0.45,11684,3.36,11599,3.66,15067,2.62,3615,3.25
2024-08-29 00:00:00+00:00,Six Flags,Summer Splash Discount,1,54157,4492,237,0.44,8483,3.35,5556,3.78,13153,1.3,7065,2.89
2024-08-30 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,42309,5291,146,0.35,14702,2.73,11539,2.67,13426,2.73,4367,3.42
2024-08-30 00:00:00+00:00,Six Flags,Summer Splash Discount,1,72766,5102,261,0.36,8789,2.97,5995,3.29,15000,3.09,6750,3.39
2024-08-31 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,43512,5578,145,0.33,10862,3.73,6944,3.31,8683,1.96,5549,2.99
2024-08-31 00:00:00+00:00,Six Flags,Summer Splash Discount,1,74702,3666,404,0.54,9611,3.74,5212,2.74,12930,1.88,5073,2.77
2024-09-01 00:00:00+00:00,Aquarabia,Night Rides Extravaganza,3,63215,3561,351,0.56,11101,2.75,6046,2.83,18217,2.77,4574,2.85
2024-09-01 00:00:00+00:00,Six Flags,Night Rides Extravaganza,3,63970,4701,247,0.39,14247,3.62,8906,3.3,11795,1.64,6713,2.52
2024-09-02 00:00:00+00:00,Six Flags,Night Rides Extravaganza,3,41610,4262,232,0.56,12232,3.41,11568,3.27,19901,2.86,5883,2.51
2024-09-02 00:00:00+00:00,Aquarabia,Night Rides Extravaganza,3,39545,4567,139,0.35,12805,2.5,7146,2.62,10354,2.88,7415,2.76
2024-09-03 00:00:00+00:00,Aquarabia,Night Rides Extravaganza,3,70354,5520,341,0.48,6383,3.35,5066,3.18,8155,3.16,8652,2.54
2024-09-03 00:00:00+00:00,Six Flags,Night Rides Extravaganza,3,59757,4398,209,0.35,5570,3.97,10431,2.64,12464,2.61,4648,2.93
2024-09-04 00:00:00+00:00,Aquarabia,Night Rides Extravaganza,3,73604,3733,222,0.3,9714,2.67,5573,2.96,19432,2.48,7737,3.42
2024-09-04 00:00:00+00:00,Six Flags,Night Rides Extravaganza,3,78580,4219,259,0.33,5276,3.34,11482,2.59,9246,2.65,8151,2.77
2024-09-05 00:00:00+00:00,Aquarabia,Night Rides Extravaganza,3,54324,4429,197,0.36,6805,3.11,9973,3.33,11826,1.35,8534,3.36
2024-09-05 00:00:00+00:00,Six Flags,Night Rides Extravaganza,3,40570,4556,177,0.44,11260,3.26,9459,2.86,13673,1.39,7229,2.53
2024-09-06 00:00:00+00:00,Aquarabia,Night Rides Extravaganza,3,44275,5067,201,0.45,13031,3.44,4828,3.31,14989,1.4,8132,3.41
2024-09-06 00:00:00+00:00,Six Flags,Night Rides Extravaganza,3,42911,4801,232,0.54,5205,3.23,9318,2.97,10267,2.28,4725,2.74
2024-09-07 00:00:00+00:00,Six Flags,Night Rides Extravaganza,3,58187,5283,248,0.43,5692,3.36,4889,3.33,19649,2.85,8037,3.28
2024-09-07 00:00:00+00:00,Aquarabia,Night Rides Extravaganza,3,73949,5109,319,0.43,13124,3.77,11030,2.96,14416,3.24,6420,3.29
2024-09-08 00:00:00+00:00,Aquarabia,Night Rides Extravaganza,3,42872,4954,177,0.41,14712,2.84,5891,3.16,7732,1.46,4799,3.23
2024-09-08 00:00:00+00:00,Six Flags,Night Rides Extravaganza,3,71252,3994,336,0.47,9926,3.47,4529,3.57,9980,1.65,4241,3.46
2024-09-09 00:00:00+00:00,Aquarabia,Night Rides Extravaganza,3,79504,4628,422,0.53,14224,2.61,10631,2.36,19858,2.2,8361,2.59
2024-09-09 00:00:00+00:00,Six Flags,Night Rides Extravaganza,3,79822,4350,247,0.31,12020,2.91,9261,3.67,10723,3.16,8785,2.58
2024-09-10 00:00:00+00:00,Aquarabia,Night Rides Extravaganza,3,35398,5054,128,0.36,13787,3.97,5381,3.49,7513,1.28,3876,2.6
2024-09-10 00:00:00+00:00,Six Flags,Night Rides Extravaganza,3,72751,4417,287,0.39,11733,3.45,4982,3.48,19510,1.48,3400,3.56
2024-09-11 00:00:00+00:00,Aquarabia,Night Rides Extravaganza,3,77775,4486,265,0.34,10918,2.51,7381,2.93,9706,1.44,3964,3.18
2024-09-11 00:00:00+00:00,Six Flags,Night Rides Extravaganza,3,39665,3695,121,0.31,11449,2.77,8539,3.1,19555,2.65,8084,3.01
2024-09-12 00:00:00+00:00,Six Flags,Night Rides Extravaganza,3,60499,4585,250,0.41,11815,2.68,6207,2.77,8066,1.22,6719,3.02
2024-09-12 00:00:00+00:00,Aquarabia,Night Rides Extravaganza,3,69385,3241,237,0.34,9617,3.37,10551,2.49,19340,2.37,8109,3.25
2024-09-13 00:00:00+00:00,Aquarabia,Night Rides Extravaganza,3,30926,4436,129,0.42,7938,3.73,4653,2.37,7624,1.49,3315,2.91
2024-09-13 00:00:00+00:00,Six Flags,Night Rides Extravaganza,3,37947,3502,148,0.39,10947,2.96,9295,2.21,9688,3.16,3463,3.17
2024-09-14 00:00:00+00:00,Aquarabia,Night Rides Extravaganza,3,33238,4736,134,0.4,7651,3.42,7900,2.91,12088,1.58,5332,3.49
2024-09-14 00:00:00+00:00,Six Flags,Night Rides Extravaganza,3,61893,4506,323,0.52,7704,2.99,8653,2.25,18251,2.63,4981,2.75
2024-09-15 00:00:00+00:00,Aquarabia,Night Rides Extravaganza,3,67131,3825,381,0.57,6673,2.5,10085,2.81,10635,3.22,4857,3.0
2024-09-15 00:00:00+00:00,Six Flags,Night Rides Extravaganza,3,31394,5410,97,0.31,8849,2.79,11056,3.08,17124,2.03,7707,2.99
2024-09-16 00:00:00+00:00,Aquarabia,Night Rides Extravaganza,3,32893,4628,192,0.58,6821,3.9,9536,3.6,18083,1.54,7608,2.87
2024-09-16 00:00:00+00:00,Six Flags,Night Rides Extravaganza,3,35998,4484,188,0.52,8150,3.43,11487,3.01,14321,1.52,6027,3.17
2024-09-17 00:00:00+00:00,Six Flags,Night Rides Extravaganza,3,40016,4055,169,0.42,5362,3.16,9007,2.3,16158,1.28,4332,3.36
2024-09-17 00:00:00+00:00,Aquarabia,Night Rides Extravaganza,3,30617,5147,165,0.54,10639,3.87,4395,2.53,19348,1.63,5574,2.9
2024-09-18 00:00:00+00:00,Six Flags,Night Rides Extravaganza,3,44718,5716,148,0.33,11720,3.99,10785,2.63,14592,2.62,4280,3.15
2024-09-18 00:00:00+00:00,Aquarabia,Night Rides Extravaganza,3,30907,4158,103,0.33,14099,3.68,9112,3.71,13855,1.87,7198,3.27
2024-09-19 00:00:00+00:00,Aquarabia,Night Rides Extravaganza,3,31707,4828,177,0.56,6243,3.19,4529,3.05,17570,1.49,6606,3.2
2024-09-19 00:00:00+00:00,Six Flags,Night Rides Extravaganza,3,54317,4570,296,0.54,6534,3.64,7588,2.97,18486,1.21,7469,2.48
2024-09-20 00:00:00+00:00,Aquarabia,Night Rides Extravaganza,3,68363,4775,208,0.3,6855,3.35,5892,3.18,16894,2.9,3771,3.31
2024-09-20 00:00:00+00:00,Six Flags,Night Rides Extravaganza,3,41760,4632,234,0.56,8433,2.96,11109,2.59,15475,2.74,8734,3.49
2024-09-21 00:00:00+00:00,Aquarabia,Night Rides Extravaganza,3,55117,4589,293,0.53,11181,3.85,11353,3.51,9072,2.73,8054,2.81
2024-09-21 00:00:00+00:00,Six Flags,Night Rides Extravaganza,3,47162,4392,178,0.38,8597,3.54,4664,3.79,7847,3.09,8344,3.21
2024-09-22 00:00:00+00:00,Aquarabia,Night Rides Extravaganza,3,64905,4181,306,0.47,8008,3.79,7736,2.58,8398,2.16,8894,3.04
2024-09-22 00:00:00+00:00,Six Flags,Night Rides Extravaganza,3,38344,3273,208,0.54,9253,2.99,7996,3.57,18703,3.17,3641,2.42
2024-09-23 00:00:00+00:00,Six Flags,Night Rides Extravaganza,3,51096,3969,169,0.33,9096,3.93,7505,2.3,13433,1.37,6766,3.31
2024-09-23 00:00:00+00:00,Aquarabia,Night Rides Extravaganza,3,35188,4877,182,0.52,13859,3.37,11761,2.93,12334,2.85,7834,2.94
2024-09-24 00:00:00+00:00,Aquarabia,Night Rides Extravaganza,3,67526,5183,214,0.32,12282,3.09,4401,2.92,12258,2.95,5868,3.21
2024-09-24 00:00:00+00:00,Six Flags,Night Rides Extravaganza,3,73401,4188,252,0.34,11996,3.7,4070,2.84,12763,1.96,3593,3.48
2024-09-25 00:00:00+00:00,Aquarabia,Night Rides Extravaganza,3,42569,4181,185,0.43,10310,3.56,6406,2.95,9465,2.66,8880,2.58
2024-09-25 00:00:00+00:00,Six Flags,Night Rides Extravaganza,3,54195,4827,180,0.33,11131,2.85,5289,2.28,8079,2.18,5287,3.15
2024-09-26 00:00:00+00:00,Aquarabia,Night Rides Extravaganza,3,55131,4332,191,0.35,8527,3.68,11383,3.73,14701,3.11,6464,2.89
2024-09-26 00:00:00+00:00,Six Flags,Night Rides Extravaganza,3,42575,4736,234,0.55,9080,3.04,6274,2.43,9647,1.67,4373,3.47
2024-09-27 00:00:00+00:00,Six Flags,Night Rides Extravaganza,3,61589,5062,279,0.45,9712,3.54,7106,2.81,11953,1.61,6902,2.79
2024-09-27 00:00:00+00:00,Aquarabia,Night Rides Extravaganza,3,65858,4751,370,0.56,10778,3.75,5478,3.35,13852,3.22,4443,3.59
2024-09-28 00:00:00+00:00,Six Flags,Night Rides Extravaganza,3,67810,5010,395,0.58,6436,3.03,7528,2.78,16712,2.39,5185,2.89
2024-09-28 00:00:00+00:00,Aquarabia,Night Rides Extravaganza,3,50348,4870,270,0.54,5843,3.27,9860,3.14,9053,1.42,5060,2.91
2024-09-29 00:00:00+00:00,Aquarabia,Night Rides Extravaganza,3,71342,4203,259,0.36,14596,2.6,10145,2.56,7979,1.92,8128,3.11
2024-09-29 00:00:00+00:00,Six Flags,Night Rides Extravaganza,3,38092,4810,141,0.37,5822,3.35,10514,2.47,17444,2.34,7371,2.67
2024-09-30 00:00:00+00:00,Aquarabia,Night Rides Extravaganza,3,61222,5178,291,0.48,7446,3.75,10830,2.45,13486,1.79,3688,3.48
2024-09-30 00:00:00+00:00,Six Flags,Night Rides Extravaganza,3,53967,3839,301,0.56,10117,2.72,7135,3.44,13202,2.66,7124,2.44
2024-10-01 00:00:00+00:00,Aquarabia,Night Rides Extravaganza,3,50552,4162,244,0.48,9703,2.74,10069,3.26,12827,2.98,7195,2.55
2024-10-01 00:00:00+00:00,Six Flags,Night Rides Extravaganza,3,46407,4576,156,0.34,5668,2.78,4033,2.63,7751,1.6,6190,3.21
2024-10-02 00:00:00+00:00,Aquarabia,Night Rides Extravaganza,3,73566,5280,384,0.52,5298,3.88,4370,3.17,15461,2.93,3035,3.45
2024-10-02 00:00:00+00:00,Six Flags,Night Rides Extravaganza,3,49607,4403,265,0.53,6616,3.35,5805,3.71,16935,1.98,8924,2.83
2024-10-03 00:00:00+00:00,Six Flags,Night Rides Extravaganza,3,58001,4840,343,0.59,13159,2.59,4490,3.63,14786,2.1,7176,2.94
2024-10-03 00:00:00+00:00,Aquarabia,Night Rides Extravaganza,3,68122,4255,208,0.31,9843,3.32,4154,2.4,9951,1.68,4472,3.35
2024-10-04 00:00:00+00:00,Aquarabia,Night Rides Extravaganza,3,46181,5333,198,0.43,9201,2.63,11202,2.35,10827,1.53,8628,3.11
2024-10-04 00:00:00+00:00,Six Flags,Night Rides Extravaganza,3,31526,3610,185,0.59,5209,3.96,11048,3.09,18474,1.67,7951,2.7
2024-10-05 00:00:00+00:00,Aquarabia,Night Rides Extravaganza,3,74170,3960,342,0.46,5410,3.1,4511,3.15,16580,2.46,8512,3.23
2024-10-05 00:00:00+00:00,Six Flags,Night Rides Extravaganza,3,44257,3464,253,0.57,6695,2.92,8348,3.5,15937,1.23,3728,3.33
2024-10-06 00:00:00+00:00,Aquarabia,Night Rides Extravaganza,3,42733,4035,253,0.59,8528,3.0,10985,3.41,16176,2.62,8232,3.16
2024-10-06 00:00:00+00:00,Six Flags,Night Rides Extravaganza,3,74722,3532,282,0.38,9379,2.86,5318,3.28,13318,2.77,3250,3.01
2024-10-07 00:00:00+00:00,Aquarabia,Night Rides Extravaganza,3,72508,4850,296,0.41,5321,3.07,11025,3.2,11972,2.27,3482,3.17
2024-10-07 00:00:00+00:00,Six Flags,Night Rides Extravaganza,3,44939,4407,178,0.4,10969,3.81,5804,2.72,15908,2.73,7024,2.6
2024-10-08 00:00:00+00:00,Six Flags,Night Rides Extravaganza,3,39773,3752,144,0.36,10744,2.53,8989,2.8,17519,2.7,7665,2.91
2024-10-08 00:00:00+00:00,Aquarabia,Night Rides Extravaganza,3,46045,5346,174,0.38,8731,3.68,6464,3.46,19863,2.92,5817,3.11
2024-10-09 00:00:00+00:00,Six Flags,Night Rides Extravaganza,3,34034,4724,140,0.41,7016,3.87,7515,2.38,10111,1.92,5811,3.35
2024-10-09 00:00:00+00:00,Aquarabia,Night Rides Extravaganza,3,62695,5088,190,0.3,14288,3.3,9503,2.99,14263,3.26,5447,2.81
2024-10-10 00:00:00+00:00,Aquarabia,Night Rides Extravaganza,3,43134,3305,213,0.49,9966,3.84,11033,2.56,13394,3.0,6126,3.18
2024-10-10 00:00:00+00:00,Six Flags,Night Rides Extravaganza,3,65553,3765,318,0.49,6101,3.87,10036,2.47,7193,2.67,6809,2.4
2024-10-11 00:00:00+00:00,Aquarabia,Night Rides Extravaganza,3,58468,4162,188,0.32,12383,3.7,6174,3.63,12237,2.47,5617,2.47
2024-10-11 00:00:00+00:00,Six Flags,Night Rides Extravaganza,3,60629,4667,354,0.58,5893,2.79,9637,3.39,9274,2.82,7831,2.81
2024-10-12 00:00:00+00:00,Aquarabia,Night Rides Extravaganza,3,48877,3340,263,0.54,11009,3.84,5058,3.39,9999,2.52,4781,3.01
2024-10-12 00:00:00+00:00,Six Flags,Night Rides Extravaganza,3,47140,3341,154,0.33,13181,2.52,4534,2.55,7630,1.92,3038,3.59
2024-10-13 00:00:00+00:00,Aquarabia,Night Rides Extravaganza,3,73116,5123,423,0.58,8244,3.15,7779,2.41,19260,2.99,5878,2.82
2024-10-13 00:00:00+00:00,Six Flags,Night Rides Extravaganza,3,43261,5923,154,0.36,7505,2.63,8224,3.62,7472,3.26,8809,3.5
2024-10-14 00:00:00+00:00,Six Flags,Night Rides Extravaganza,3,61700,3706,221,0.36,6359,2.69,11279,3.53,8942,3.06,8633,2.44
2024-10-14 00:00:00+00:00,Aquarabia,Night Rides Extravaganza,3,74899,3791,314,0.42,13791,3.52,5082,3.35,13445,1.4,3856,3.21
2024-10-15 00:00:00+00:00,Aquarabia,Night Rides Extravaganza,3,77330,5040,252,0.33,10691,3.15,5511,3.23,9493,2.34,6130,3.33
2024-10-15 00:00:00+00:00,Six Flags,Night Rides Extravaganza,3,69441,3950,292,0.42,14027,3.73,6579,2.79,15605,2.96,7877,3.58
2024-10-16 00:00:00+00:00,Aquarabia,Night Rides Extravaganza,3,72096,5115,280,0.39,6485,3.03,11893,3.26,11297,1.61,4641,3.21
2024-10-16 00:00:00+00:00,Six Flags,Night Rides Extravaganza,3,65559,5387,354,0.54,11949,3.67,8913,3.46,10272,1.33,4240,2.72
2024-10-17 00:00:00+00:00,Aquarabia,Night Rides Extravaganza,3,53972,4254,198,0.37,13907,3.03,8904,2.21,18260,1.31,8044,3.59
2024-10-17 00:00:00+00:00,Six Flags,Night Rides Extravaganza,3,55828,4472,201,0.36,12786,2.94,5538,2.35,16745,3.06,8687,2.7
2024-10-18 00:00:00+00:00,Aquarabia,Night Rides Extravaganza,3,66195,5027,288,0.44,8847,3.62,6841,2.7,18824,2.66,7356,2.74
2024-10-18 00:00:00+00:00,Six Flags,Night Rides Extravaganza,3,59427,3288,272,0.46,9682,2.92,4655,3.7,11461,1.78,6548,2.52
2024-10-19 00:00:00+00:00,Six Flags,Night Rides Extravaganza,3,38074,4551,207,0.54,9254,3.07,4188,2.85,9313,2.0,5208,2.8
2024-10-19 00:00:00+00:00,Aquarabia,Night Rides Extravaganza,3,72233,5195,333,0.46,10553,3.99,11767,3.06,13531,1.67,5645,3.45
2024-10-20 00:00:00+00:00,Aquarabia,Night Rides Extravaganza,3,56382,4722,327,0.58,13111,2.83,4127,3.64,12184,1.68,6979,2.61
2024-10-20 00:00:00+00:00,Six Flags,Night Rides Extravaganza,3,79058,4900,359,0.45,9058,3.89,11753,3.48,18209,1.38,6123,3.15
2024-10-21 00:00:00+00:00,Aquarabia,Night Rides Extravaganza,3,62335,3926,235,0.38,9296,3.86,9897,3.63,14748,2.26,4943,3.47
2024-10-21 00:00:00+00:00,Six Flags,Night Rides Extravaganza,3,34210,4202,167,0.49,13274,2.64,10811,2.33,14830,1.56,4996,2.45
2024-10-22 00:00:00+00:00,Aquarabia,Night Rides Extravaganza,3,72470,4601,356,0.49,12211,2.9,10378,3.18,19052,2.31,6790,3.03
2024-10-22 00:00:00+00:00,Six Flags,Night Rides Extravaganza,3,77354,5114,427,0.55,11874,3.55,6888,2.64,8687,3.2,8057,2.56
2024-10-23 00:00:00+00:00,Aquarabia,Night Rides Extravaganza,3,45205,3647,207,0.46,7750,2.59,9603,2.3,16526,1.67,6417,3.07
2024-10-23 00:00:00+00:00,Six Flags,Night Rides Extravaganza,3,44310,4781,173,0.39,7668,3.37,7818,3.48,19837,2.88,7330,2.71
2024-10-24 00:00:00+00:00,Six Flags,Night Rides Extravaganza,3,72283,4232,296,0.41,10270,3.76,8668,2.66,10600,2.56,4518,3.4
2024-10-24 00:00:00+00:00,Aquarabia,Night Rides Extravaganza,3,70522,4415,398,0.56,14334,3.12,10112,2.9,11478,3.1,3100,3.09
2024-10-25 00:00:00+00:00,Aquarabia,Night Rides Extravaganza,3,45803,4893,198,0.43,6136,3.03,11009,2.92,18899,2.9,4756,2.62
2024-10-25 00:00:00+00:00,Six Flags,Night Rides Extravaganza,3,52478,4319,285,0.54,5284,3.51,9435,3.8,16700,2.36,7427,3.39
2024-10-26 00:00:00+00:00,Aquarabia,Night Rides Extravaganza,3,43905,5160,230,0.52,10263,3.17,11002,2.94,13337,2.17,7491,3.35
2024-10-26 00:00:00+00:00,Six Flags,Night Rides Extravaganza,3,70257,4522,245,0.35,10557,3.41,9258,2.81,9428,2.38,8145,3.14
2024-10-27 00:00:00+00:00,Aquarabia,Night Rides Extravaganza,3,67603,4968,384,0.57,10814,2.54,6684,2.67,17657,2.1,6047,2.87
2024-10-27 00:00:00+00:00,Six Flags,Night Rides Extravaganza,3,67877,4487,256,0.38,12304,2.89,6991,3.59,7278,2.29,6295,3.34
2024-10-28 00:00:00+00:00,Aquarabia,Night Rides Extravaganza,3,50173,5112,170,0.34,5683,3.47,4367,2.26,18678,2.85,5679,3.55
2024-10-28 00:00:00+00:00,Six Flags,Night Rides Extravaganza,3,39430,4946,131,0.33,6426,3.55,8368,3.38,8418,1.91,4081,3.59
2024-10-29 00:00:00+00:00,Aquarabia,Night Rides Extravaganza,3,70498,3707,365,0.52,8484,3.62,5304,2.99,7746,1.82,4699,3.02
2024-10-29 00:00:00+00:00,Six Flags,Night Rides Extravaganza,3,61046,4699,257,0.42,10605,3.5,4176,3.04,7170,2.69,4163,3.48
2024-10-30 00:00:00+00:00,Six Flags,Night Rides Extravaganza,3,50849,5442,211,0.41,8957,2.82,7771,3.5,19182,2.25,7865,2.65
2024-10-30 00:00:00+00:00,Aquarabia,Night Rides Extravaganza,3,70818,6073,258,0.36,9914,3.39,10898,2.62,16404,3.03,4884,2.43
2024-10-31 00:00:00+00:00,Aquarabia,Night Rides Extravaganza,3,75943,4289,445,0.59,7257,3.05,4738,2.35,13294,2.96,4861,2.42
2024-10-31 00:00:00+00:00,Six Flags,Night Rides Extravaganza,3,76886,3781,258,0.34,10552,3.48,7422,3.42,10428,1.3,3362,2.43
2024-11-01 00:00:00+00:00,Aquarabia,Holiday Fun Fiesta,2,32886,4265,178,0.54,14380,2.61,5171,2.35,17523,1.36,4614,3.18
