asset_id,date,ride_id,ride_name,tickets_sold,attendance,capacity,operational_hours,scheduled_maintenance_hours,uptime,downtime
Six Flags,2025-05-07 00:00:00+00:00,ELT,Electric Light Tour,1718,1657,3500,8,4,4,4
Six Flags,2025-05-07 00:00:00+00:00,MLP,Magic Lantern Parade,1986,1800,4000,9,1,8,1
Six Flags,2025-05-07 00:00:00+00:00,GDC,Grand Canyon Coaster,2477,2360,5200,10,4,6,4
Six Flags,2025-05-07 00:00:00+00:00,HRA,High Roller Adventure,3155,3055,6000,9,1,8,1
Six Flags,2025-05-07 00:00:00+00:00,SKW,Skywatch,3610,3433,6500,8,1,7,1
Six Flags,2025-05-07 00:00:00+00:00,TWE,Twilight Express,4153,4083,7800,7,4,3,4
Six Flags,2025-05-07 00:00:00+00:00,IRMT,Iron Rattler Mine Town,2238,2076,4500,7,3,4,3
Aquarabia,2025-05-07 00:00:00+00:00,DRD,Dizzy Rapids Drop,1275,1079,3600,10,2,8,2
Aquarabia,2025-05-07 00:00:00+00:00,SMW,Splash Mountain Wave,1627,1440,4800,9,4,5,4
Aquarabia,2025-05-07 00:00:00+00:00,AQL,Aqua Lake Raft,1386,1252,3800,9,2,7,2
Aquarabia,2025-05-07 00:00:00+00:00,FJT,Fun Jet Tubes,1481,1371,4200,9,1,8,1
Aquarabia,2025-05-07 00:00:00+00:00,RDL,Rapid Downstream Loop,1835,1658,5000,7,3,4,3
Aquarabia,2025-05-07 00:00:00+00:00,WTR4,Aqua Loop,1919,1730,5500,10,2,8,2
Aquarabia,2025-05-07 00:00:00+00:00,WTR3,Splash Zone,2507,2356,8000,7,2,5,2
Aquarabia,2025-05-07 00:00:00+00:00,WTR2,Lazy River,1733,1651,5000,10,2,8,2
Aquarabia,2025-05-07 00:00:00+00:00,WTR1,Wave Pool,1929,1754,6000,7,2,5,2
Aquarabia,2025-05-07 00:00:00+00:00,SST,Sea Stallion,2123,1996,7000,7,1,6,1
Six Flags,2025-05-07 00:00:00+00:00,FLF,Falcons Flight,4947,4781,9000,7,1,6,1
Six Flags,2025-05-08 00:00:00+00:00,SKW,Skywatch,2549,2353,6500,6,1,5,1
Six Flags,2025-05-08 00:00:00+00:00,IRMT,Iron Rattler Mine Town,1905,1776,4500,10,1,9,1
Six Flags,2025-05-08 00:00:00+00:00,TWE,Twilight Express,2764,2646,7800,7,2,5,2
Six Flags,2025-05-08 00:00:00+00:00,HRA,High Roller Adventure,2322,2266,6000,10,3,7,3
Six Flags,2025-05-08 00:00:00+00:00,SRT,Siroccos Tower,2988,2799,8000,10,1,9,1
Six Flags,2025-05-08 00:00:00+00:00,MLP,Magic Lantern Parade,1617,1519,4000,6,1,5,1
Six Flags,2025-05-08 00:00:00+00:00,ELT,Electric Light Tour,1335,1209,3500,9,3,6,3
Six Flags,2025-05-08 00:00:00+00:00,KCB,Kiddie Carousel Bay,1192,1032,3000,9,1,8,1
Six Flags,2025-05-08 00:00:00+00:00,GDC,Grand Canyon Coaster,2024,1932,5200,7,3,4,3
Six Flags,2025-05-08 00:00:00+00:00,FLF,Falcons Flight,3305,3137,9000,7,3,4,3
Aquarabia,2025-05-08 00:00:00+00:00,DRD,Dizzy Rapids Drop,1188,1056,3600,7,4,3,4
Aquarabia,2025-05-08 00:00:00+00:00,AQL,Aqua Lake Raft,1312,1253,3800,9,2,7,2
Aquarabia,2025-05-08 00:00:00+00:00,FJT,Fun Jet Tubes,1317,1261,4200,9,3,6,3
Aquarabia,2025-05-08 00:00:00+00:00,SMW,Splash Mountain Wave,1702,1610,4800,8,3,5,3
Aquarabia,2025-05-08 00:00:00+00:00,RDL,Rapid Downstream Loop,1764,1650,5000,10,3,7,3
Aquarabia,2025-05-08 00:00:00+00:00,WTR4,Aqua Loop,1742,1630,5500,6,2,4,2
Aquarabia,2025-05-08 00:00:00+00:00,WTR3,Splash Zone,2531,2414,8000,8,1,7,1
Aquarabia,2025-05-08 00:00:00+00:00,WTR2,Lazy River,1512,1407,5000,10,1,9,1
Aquarabia,2025-05-08 00:00:00+00:00,WTR1,Wave Pool,1973,1811,6000,10,4,6,4
Aquarabia,2025-05-08 00:00:00+00:00,SST,Sea Stallion,2375,2260,7000,9,1,8,1
Six Flags,2025-05-09 00:00:00+00:00,IRMT,Iron Rattler Mine Town,1729,1552,4500,6,4,2,4
Six Flags,2025-05-09 00:00:00+00:00,TWE,Twilight Express,2714,2586,7800,6,3,3,3
Six Flags,2025-05-09 00:00:00+00:00,SKW,Skywatch,2219,2089,6500,6,3,3,3
Six Flags,2025-05-09 00:00:00+00:00,HRA,High Roller Adventure,2390,2305,6000,7,3,4,3
Six Flags,2025-05-09 00:00:00+00:00,KCB,Kiddie Carousel Bay,1166,995,3000,7,4,3,4
Six Flags,2025-05-09 00:00:00+00:00,MLP,Magic Lantern Parade,1431,1373,4000,10,1,9,1
Six Flags,2025-05-09 00:00:00+00:00,ELT,Electric Light Tour,1282,1226,3500,9,3,6,3
Six Flags,2025-05-09 00:00:00+00:00,SRT,Siroccos Tower,3061,2919,8000,10,3,7,3
Six Flags,2025-05-09 00:00:00+00:00,GDC,Grand Canyon Coaster,1843,1684,5200,10,3,7,3
Six Flags,2025-05-09 00:00:00+00:00,FLF,Falcons Flight,3603,3443,9000,6,4,2,4
Aquarabia,2025-05-09 00:00:00+00:00,SST,Sea Stallion,2306,2187,7000,6,2,4,2
Aquarabia,2025-05-09 00:00:00+00:00,AQL,Aqua Lake Raft,1331,1228,3800,9,1,8,1
Aquarabia,2025-05-09 00:00:00+00:00,WTR1,Wave Pool,2152,2022,6000,9,2,7,2
Aquarabia,2025-05-09 00:00:00+00:00,WTR2,Lazy River,1733,1555,5000,10,4,6,4
Aquarabia,2025-05-09 00:00:00+00:00,WTR3,Splash Zone,2693,2622,8000,6,2,4,2
Aquarabia,2025-05-09 00:00:00+00:00,DRD,Dizzy Rapids Drop,1285,1096,3600,8,3,5,3
Aquarabia,2025-05-09 00:00:00+00:00,RDL,Rapid Downstream Loop,1612,1423,5000,10,4,6,4
Aquarabia,2025-05-09 00:00:00+00:00,SMW,Splash Mountain Wave,1431,1356,4800,6,4,2,4
Aquarabia,2025-05-09 00:00:00+00:00,FJT,Fun Jet Tubes,1441,1275,4200,7,4,3,4
Aquarabia,2025-05-09 00:00:00+00:00,WTR4,Aqua Loop,1835,1672,5500,7,3,4,3
Six Flags,2025-05-10 00:00:00+00:00,KCB,Kiddie Carousel Bay,1094,1018,3000,6,3,3,3
Six Flags,2025-05-10 00:00:00+00:00,ELT,Electric Light Tour,1516,1394,3500,9,4,5,4
Six Flags,2025-05-10 00:00:00+00:00,MLP,Magic Lantern Parade,1663,1585,4000,10,4,6,4
Six Flags,2025-05-10 00:00:00+00:00,GDC,Grand Canyon Coaster,2120,2063,5200,6,1,5,1
Six Flags,2025-05-10 00:00:00+00:00,HRA,High Roller Adventure,2391,2230,6000,10,1,9,1
Six Flags,2025-05-10 00:00:00+00:00,SKW,Skywatch,2786,2637,6500,7,4,3,4
Six Flags,2025-05-10 00:00:00+00:00,TWE,Twilight Express,3386,3202,7800,8,3,5,3
Six Flags,2025-05-10 00:00:00+00:00,SRT,Siroccos Tower,3189,3061,8000,6,2,4,2
Six Flags,2025-05-10 00:00:00+00:00,FLF,Falcons Flight,3470,3295,9000,7,4,3,4
Six Flags,2025-05-10 00:00:00+00:00,IRMT,Iron Rattler Mine Town,1874,1746,4500,7,3,4,3
Aquarabia,2025-05-10 00:00:00+00:00,AQL,Aqua Lake Raft,1543,1420,3800,8,1,7,1
Aquarabia,2025-05-10 00:00:00+00:00,SST,Sea Stallion,2674,2573,7000,6,4,2,4
Aquarabia,2025-05-10 00:00:00+00:00,WTR1,Wave Pool,2665,2504,6000,10,2,8,2
Aquarabia,2025-05-10 00:00:00+00:00,WTR2,Lazy River,1996,1906,5000,8,1,7,1
Aquarabia,2025-05-10 00:00:00+00:00,WTR3,Splash Zone,3283,3202,8000,10,4,6,4
Aquarabia,2025-05-10 00:00:00+00:00,DRD,Dizzy Rapids Drop,1658,1499,3600,6,2,4,2
Aquarabia,2025-05-10 00:00:00+00:00,RDL,Rapid Downstream Loop,2106,2041,5000,6,2,4,2
Aquarabia,2025-05-10 00:00:00+00:00,SMW,Splash Mountain Wave,2114,1947,4800,7,2,5,2
Aquarabia,2025-05-10 00:00:00+00:00,FJT,Fun Jet Tubes,1686,1590,4200,8,2,6,2
Aquarabia,2025-05-10 00:00:00+00:00,WTR4,Aqua Loop,2201,2049,5500,6,3,3,3
Six Flags,2025-05-11 00:00:00+00:00,SRT,Siroccos Tower,3278,3211,8000,10,2,8,2
Six Flags,2025-05-11 00:00:00+00:00,ELT,Electric Light Tour,1466,1280,3500,10,3,7,3
Six Flags,2025-05-11 00:00:00+00:00,MLP,Magic Lantern Parade,1491,1428,4000,10,3,7,3
Six Flags,2025-05-11 00:00:00+00:00,GDC,Grand Canyon Coaster,2024,1887,5200,7,3,4,3
Six Flags,2025-05-11 00:00:00+00:00,HRA,High Roller Adventure,2286,2099,6000,6,4,2,4
Six Flags,2025-05-11 00:00:00+00:00,SKW,Skywatch,2486,2359,6500,8,3,5,3
Six Flags,2025-05-11 00:00:00+00:00,TWE,Twilight Express,2960,2794,7800,9,4,5,4
Six Flags,2025-05-11 00:00:00+00:00,IRMT,Iron Rattler Mine Town,1946,1778,4500,6,4,2,4
Six Flags,2025-05-11 00:00:00+00:00,KCB,Kiddie Carousel Bay,1175,1050,3000,10,1,9,1
Six Flags,2025-05-11 00:00:00+00:00,FLF,Falcons Flight,3862,3716,9000,6,3,3,3
Aquarabia,2025-05-11 00:00:00+00:00,AQL,Aqua Lake Raft,1898,1731,3800,9,1,8,1
Aquarabia,2025-05-11 00:00:00+00:00,DRD,Dizzy Rapids Drop,1956,1832,3600,9,2,7,2
Aquarabia,2025-05-11 00:00:00+00:00,WTR1,Wave Pool,2910,2835,6000,9,2,7,2
Aquarabia,2025-05-11 00:00:00+00:00,WTR2,Lazy River,2612,2492,5000,8,3,5,3
Aquarabia,2025-05-11 00:00:00+00:00,WTR3,Splash Zone,4121,4015,8000,10,2,8,2
Aquarabia,2025-05-11 00:00:00+00:00,SST,Sea Stallion,3518,3466,7000,8,3,5,3
Aquarabia,2025-05-11 00:00:00+00:00,RDL,Rapid Downstream Loop,2533,2373,5000,8,4,4,4
Aquarabia,2025-05-11 00:00:00+00:00,SMW,Splash Mountain Wave,2563,2403,4800,6,3,3,3
Aquarabia,2025-05-11 00:00:00+00:00,WTR4,Aqua Loop,2978,2854,5500,8,2,6,2
Aquarabia,2025-05-11 00:00:00+00:00,FJT,Fun Jet Tubes,2395,2219,4200,6,2,4,2
Six Flags,2025-05-12 00:00:00+00:00,KCB,Kiddie Carousel Bay,1329,1208,3000,8,1,7,1
Six Flags,2025-05-12 00:00:00+00:00,ELT,Electric Light Tour,1562,1490,3500,6,3,3,3
Six Flags,2025-05-12 00:00:00+00:00,MLP,Magic Lantern Parade,1810,1620,4000,9,1,8,1
Six Flags,2025-05-12 00:00:00+00:00,GDC,Grand Canyon Coaster,2282,2187,5200,9,4,5,4
Six Flags,2025-05-12 00:00:00+00:00,HRA,High Roller Adventure,2954,2854,6000,7,1,6,1
Six Flags,2025-05-12 00:00:00+00:00,SKW,Skywatch,2898,2725,6500,6,1,5,1
Six Flags,2025-05-12 00:00:00+00:00,TWE,Twilight Express,3825,3668,7800,10,1,9,1
Six Flags,2025-05-12 00:00:00+00:00,SRT,Siroccos Tower,3662,3543,8000,10,2,8,2
Six Flags,2025-05-12 00:00:00+00:00,FLF,Falcons Flight,3817,3702,9000,8,4,4,4
Six Flags,2025-05-12 00:00:00+00:00,IRMT,Iron Rattler Mine Town,1977,1852,4500,7,2,5,2
Aquarabia,2025-05-12 00:00:00+00:00,FJT,Fun Jet Tubes,1446,1307,4200,9,3,6,3
Aquarabia,2025-05-12 00:00:00+00:00,AQL,Aqua Lake Raft,1247,1136,3800,9,1,8,1
Aquarabia,2025-05-12 00:00:00+00:00,SST,Sea Stallion,2051,1958,7000,10,1,9,1
Aquarabia,2025-05-12 00:00:00+00:00,WTR1,Wave Pool,1896,1777,6000,9,1,8,1
Aquarabia,2025-05-12 00:00:00+00:00,WTR2,Lazy River,1614,1468,5000,9,2,7,2
Aquarabia,2025-05-12 00:00:00+00:00,DRD,Dizzy Rapids Drop,1150,1042,3600,8,1,7,1
Aquarabia,2025-05-12 00:00:00+00:00,WTR4,Aqua Loop,1539,1462,5500,9,2,7,2
Aquarabia,2025-05-12 00:00:00+00:00,RDL,Rapid Downstream Loop,1619,1540,5000,10,3,7,3
Aquarabia,2025-05-12 00:00:00+00:00,SMW,Splash Mountain Wave,1502,1310,4800,6,4,2,4
Aquarabia,2025-05-12 00:00:00+00:00,WTR3,Splash Zone,2273,2221,8000,10,1,9,1
Six Flags,2025-05-13 00:00:00+00:00,KCB,Kiddie Carousel Bay,1484,1379,3000,6,1,5,1
Six Flags,2025-05-13 00:00:00+00:00,ELT,Electric Light Tour,1851,1652,3500,7,3,4,3
Six Flags,2025-05-13 00:00:00+00:00,MLP,Magic Lantern Parade,1987,1926,4000,7,4,3,4
Six Flags,2025-05-13 00:00:00+00:00,GDC,Grand Canyon Coaster,2855,2744,5200,8,1,7,1
Six Flags,2025-05-13 00:00:00+00:00,HRA,High Roller Adventure,3436,3248,6000,7,3,4,3
Six Flags,2025-05-13 00:00:00+00:00,SKW,Skywatch,3401,3257,6500,8,2,6,2
Six Flags,2025-05-13 00:00:00+00:00,TWE,Twilight Express,4451,4275,7800,7,4,3,4
Six Flags,2025-05-13 00:00:00+00:00,IRMT,Iron Rattler Mine Town,2593,2438,4500,7,3,4,3
Six Flags,2025-05-13 00:00:00+00:00,SRT,Siroccos Tower,3789,3673,8000,9,1,8,1
Six Flags,2025-05-13 00:00:00+00:00,FLF,Falcons Flight,4768,4678,9000,9,1,8,1
Aquarabia,2025-05-13 00:00:00+00:00,DRD,Dizzy Rapids Drop,1815,1741,3600,10,4,6,4
Aquarabia,2025-05-13 00:00:00+00:00,FJT,Fun Jet Tubes,2134,1978,4200,8,3,5,3
Aquarabia,2025-05-13 00:00:00+00:00,SMW,Splash Mountain Wave,2355,2186,4800,9,2,7,2
Aquarabia,2025-05-13 00:00:00+00:00,RDL,Rapid Downstream Loop,2291,2117,5000,8,1,7,1
Aquarabia,2025-05-13 00:00:00+00:00,WTR4,Aqua Loop,2451,2357,5500,6,4,2,4
Aquarabia,2025-05-13 00:00:00+00:00,WTR3,Splash Zone,3551,3453,8000,8,4,4,4
Aquarabia,2025-05-13 00:00:00+00:00,WTR2,Lazy River,2343,2215,5000,10,1,9,1
Aquarabia,2025-05-13 00:00:00+00:00,WTR1,Wave Pool,3160,3018,6000,9,2,7,2
Aquarabia,2025-05-13 00:00:00+00:00,SST,Sea Stallion,3182,3127,7000,9,1,8,1
Aquarabia,2025-05-13 00:00:00+00:00,AQL,Aqua Lake Raft,1961,1781,3800,8,4,4,4
Six Flags,2025-05-14 00:00:00+00:00,IRMT,Iron Rattler Mine Town,2258,2167,4500,10,1,9,1
Six Flags,2025-05-14 00:00:00+00:00,TWE,Twilight Express,3745,3676,7800,7,3,4,3
Six Flags,2025-05-14 00:00:00+00:00,SKW,Skywatch,2893,2830,6500,7,3,4,3
Six Flags,2025-05-14 00:00:00+00:00,HRA,High Roller Adventure,2670,2578,6000,8,1,7,1
Six Flags,2025-05-14 00:00:00+00:00,KCB,Kiddie Carousel Bay,1431,1368,3000,9,1,8,1
Six Flags,2025-05-14 00:00:00+00:00,MLP,Magic Lantern Parade,1915,1759,4000,8,3,5,3
Six Flags,2025-05-14 00:00:00+00:00,ELT,Electric Light Tour,1660,1471,3500,8,3,5,3
Six Flags,2025-05-14 00:00:00+00:00,SRT,Siroccos Tower,3593,3519,8000,7,4,3,4
Six Flags,2025-05-14 00:00:00+00:00,GDC,Grand Canyon Coaster,2557,2397,5200,9,4,5,4
Six Flags,2025-05-14 00:00:00+00:00,FLF,Falcons Flight,4549,4364,9000,6,3,3,3
Aquarabia,2025-05-14 00:00:00+00:00,DRD,Dizzy Rapids Drop,1869,1689,3600,6,3,3,3
Aquarabia,2025-05-14 00:00:00+00:00,AQL,Aqua Lake Raft,2010,1825,3800,7,3,4,3
Aquarabia,2025-05-14 00:00:00+00:00,WTR1,Wave Pool,3203,3037,6000,10,4,6,4
Aquarabia,2025-05-14 00:00:00+00:00,WTR2,Lazy River,2273,2204,5000,10,3,7,3
Aquarabia,2025-05-14 00:00:00+00:00,WTR3,Splash Zone,3871,3711,8000,8,3,5,3
Aquarabia,2025-05-14 00:00:00+00:00,SST,Sea Stallion,3091,3025,7000,7,3,4,3
Aquarabia,2025-05-14 00:00:00+00:00,RDL,Rapid Downstream Loop,2265,2214,5000,8,4,4,4
Aquarabia,2025-05-14 00:00:00+00:00,SMW,Splash Mountain Wave,2306,2177,4800,7,1,6,1
Aquarabia,2025-05-14 00:00:00+00:00,FJT,Fun Jet Tubes,1882,1832,4200,8,4,4,4
Aquarabia,2025-05-14 00:00:00+00:00,WTR4,Aqua Loop,2729,2560,5500,10,2,8,2
Six Flags,2025-05-15 00:00:00+00:00,SRT,Siroccos Tower,2018,1932,8000,6,3,3,3
Six Flags,2025-05-15 00:00:00+00:00,ELT,Electric Light Tour,1101,933,3500,8,3,5,3
Six Flags,2025-05-15 00:00:00+00:00,MLP,Magic Lantern Parade,1157,1094,4000,10,3,7,3
Six Flags,2025-05-15 00:00:00+00:00,GDC,Grand Canyon Coaster,1538,1398,5200,7,4,3,4
Six Flags,2025-05-15 00:00:00+00:00,HRA,High Roller Adventure,1469,1378,6000,6,3,3,3
Six Flags,2025-05-15 00:00:00+00:00,SKW,Skywatch,1698,1532,6500,7,2,5,2
Six Flags,2025-05-15 00:00:00+00:00,TWE,Twilight Express,1932,1820,7800,6,2,4,2
Six Flags,2025-05-15 00:00:00+00:00,IRMT,Iron Rattler Mine Town,1345,1237,4500,6,3,3,3
Six Flags,2025-05-15 00:00:00+00:00,FLF,Falcons Flight,2227,2072,9000,9,3,6,3
Six Flags,2025-05-15 00:00:00+00:00,KCB,Kiddie Carousel Bay,814,732,3000,7,3,4,3
Aquarabia,2025-05-15 00:00:00+00:00,AQL,Aqua Lake Raft,1298,1233,3800,9,2,7,2
Aquarabia,2025-05-15 00:00:00+00:00,SST,Sea Stallion,2427,2346,7000,6,4,2,4
Aquarabia,2025-05-15 00:00:00+00:00,WTR1,Wave Pool,2121,2010,6000,9,1,8,1
Aquarabia,2025-05-15 00:00:00+00:00,WTR2,Lazy River,1767,1667,5000,8,2,6,2
Aquarabia,2025-05-15 00:00:00+00:00,WTR3,Splash Zone,2407,2274,8000,8,4,4,4
Aquarabia,2025-05-15 00:00:00+00:00,DRD,Dizzy Rapids Drop,1266,1071,3600,8,4,4,4
Aquarabia,2025-05-15 00:00:00+00:00,RDL,Rapid Downstream Loop,1722,1662,5000,9,3,6,3
Aquarabia,2025-05-15 00:00:00+00:00,SMW,Splash Mountain Wave,1659,1543,4800,6,2,4,2
Aquarabia,2025-05-15 00:00:00+00:00,FJT,Fun Jet Tubes,1407,1347,4200,9,3,6,3
Aquarabia,2025-05-15 00:00:00+00:00,WTR4,Aqua Loop,1871,1723,5500,8,2,6,2
Six Flags,2025-05-16 00:00:00+00:00,SRT,Siroccos Tower,2813,2734,8000,10,3,7,3
Six Flags,2025-05-16 00:00:00+00:00,ELT,Electric Light Tour,1125,1072,3500,9,3,6,3
Six Flags,2025-05-16 00:00:00+00:00,MLP,Magic Lantern Parade,1325,1240,4000,6,4,2,4
Six Flags,2025-05-16 00:00:00+00:00,GDC,Grand Canyon Coaster,1900,1718,5200,6,2,4,2
Six Flags,2025-05-16 00:00:00+00:00,HRA,High Roller Adventure,1869,1758,6000,9,4,5,4
Six Flags,2025-05-16 00:00:00+00:00,SKW,Skywatch,2168,1978,6500,10,1,9,1
Six Flags,2025-05-16 00:00:00+00:00,TWE,Twilight Express,2401,2338,7800,6,1,5,1
Six Flags,2025-05-16 00:00:00+00:00,IRMT,Iron Rattler Mine Town,1720,1577,4500,9,3,6,3
Six Flags,2025-05-16 00:00:00+00:00,FLF,Falcons Flight,2900,2804,9000,8,3,5,3
Six Flags,2025-05-16 00:00:00+00:00,KCB,Kiddie Carousel Bay,1092,1018,3000,8,2,6,2
Aquarabia,2025-05-16 00:00:00+00:00,AQL,Aqua Lake Raft,1209,1103,3800,6,3,3,3
Aquarabia,2025-05-16 00:00:00+00:00,SST,Sea Stallion,2107,1959,7000,6,2,4,2
Aquarabia,2025-05-16 00:00:00+00:00,WTR1,Wave Pool,2147,1986,6000,7,1,6,1
Aquarabia,2025-05-16 00:00:00+00:00,WTR2,Lazy River,1761,1585,5000,9,2,7,2
Aquarabia,2025-05-16 00:00:00+00:00,WTR3,Splash Zone,2534,2451,8000,7,1,6,1
Aquarabia,2025-05-16 00:00:00+00:00,DRD,Dizzy Rapids Drop,1146,1036,3600,6,3,3,3
Aquarabia,2025-05-16 00:00:00+00:00,RDL,Rapid Downstream Loop,1801,1623,5000,10,3,7,3
Aquarabia,2025-05-16 00:00:00+00:00,SMW,Splash Mountain Wave,1626,1439,4800,8,2,6,2
Aquarabia,2025-05-16 00:00:00+00:00,FJT,Fun Jet Tubes,1427,1365,4200,10,3,7,3
Aquarabia,2025-05-16 00:00:00+00:00,WTR4,Aqua Loop,1895,1806,5500,6,1,5,1
Six Flags,2025-05-17 00:00:00+00:00,FLF,Falcons Flight,5093,4907,9000,8,2,6,2
Six Flags,2025-05-17 00:00:00+00:00,ELT,Electric Light Tour,1875,1810,3500,6,3,3,3
Six Flags,2025-05-17 00:00:00+00:00,MLP,Magic Lantern Parade,2256,2169,4000,9,4,5,4
Six Flags,2025-05-17 00:00:00+00:00,GDC,Grand Canyon Coaster,2689,2539,5200,10,1,9,1
Six Flags,2025-05-17 00:00:00+00:00,HRA,High Roller Adventure,3345,3251,6000,9,2,7,2
Six Flags,2025-05-17 00:00:00+00:00,SKW,Skywatch,3303,3231,6500,9,3,6,3
Six Flags,2025-05-17 00:00:00+00:00,TWE,Twilight Express,3954,3841,7800,8,1,7,1
Six Flags,2025-05-17 00:00:00+00:00,IRMT,Iron Rattler Mine Town,2449,2381,4500,8,2,6,2
Six Flags,2025-05-17 00:00:00+00:00,SRT,Siroccos Tower,3900,3796,8000,10,4,6,4
Six Flags,2025-05-17 00:00:00+00:00,KCB,Kiddie Carousel Bay,1590,1501,3000,9,3,6,3
Aquarabia,2025-05-17 00:00:00+00:00,DRD,Dizzy Rapids Drop,1178,1112,3600,8,1,7,1
Aquarabia,2025-05-17 00:00:00+00:00,FJT,Fun Jet Tubes,1468,1406,4200,10,3,7,3
Aquarabia,2025-05-17 00:00:00+00:00,SMW,Splash Mountain Wave,1738,1539,4800,6,1,5,1
Aquarabia,2025-05-17 00:00:00+00:00,RDL,Rapid Downstream Loop,1563,1416,5000,8,4,4,4
Aquarabia,2025-05-17 00:00:00+00:00,WTR4,Aqua Loop,1831,1646,5500,10,1,9,1
Aquarabia,2025-05-17 00:00:00+00:00,WTR3,Splash Zone,2436,2317,8000,6,3,3,3
Aquarabia,2025-05-17 00:00:00+00:00,WTR2,Lazy River,1730,1580,5000,8,2,6,2
Aquarabia,2025-05-17 00:00:00+00:00,WTR1,Wave Pool,1906,1773,6000,7,3,4,3
Aquarabia,2025-05-17 00:00:00+00:00,SST,Sea Stallion,2218,2058,7000,10,2,8,2
Aquarabia,2025-05-17 00:00:00+00:00,AQL,Aqua Lake Raft,1238,1119,3800,7,4,3,4
Six Flags,2025-05-18 00:00:00+00:00,TWE,Twilight Express,2376,2290,7800,6,1,5,1
Six Flags,2025-05-18 00:00:00+00:00,SKW,Skywatch,1940,1742,6500,6,2,4,2
Six Flags,2025-05-18 00:00:00+00:00,HRA,High Roller Adventure,1734,1574,6000,8,3,5,3
Six Flags,2025-05-18 00:00:00+00:00,IRMT,Iron Rattler Mine Town,1441,1290,4500,6,2,4,2
Six Flags,2025-05-18 00:00:00+00:00,MLP,Magic Lantern Parade,1191,1099,4000,7,2,5,2
Six Flags,2025-05-18 00:00:00+00:00,ELT,Electric Light Tour,1176,1069,3500,10,2,8,2
Six Flags,2025-05-18 00:00:00+00:00,KCB,Kiddie Carousel Bay,987,806,3000,8,2,6,2
Six Flags,2025-05-18 00:00:00+00:00,GDC,Grand Canyon Coaster,1608,1542,5200,8,3,5,3
Six Flags,2025-05-18 00:00:00+00:00,SRT,Siroccos Tower,2311,2214,8000,6,3,3,3
Six Flags,2025-05-18 00:00:00+00:00,FLF,Falcons Flight,2790,2730,9000,9,1,8,1
Aquarabia,2025-05-18 00:00:00+00:00,SST,Sea Stallion,2984,2929,7000,7,2,5,2
Aquarabia,2025-05-18 00:00:00+00:00,AQL,Aqua Lake Raft,1806,1607,3800,10,1,9,1
Aquarabia,2025-05-18 00:00:00+00:00,FJT,Fun Jet Tubes,2025,1854,4200,8,3,5,3
Aquarabia,2025-05-18 00:00:00+00:00,SMW,Splash Mountain Wave,2243,2133,4800,7,2,5,2
Aquarabia,2025-05-18 00:00:00+00:00,RDL,Rapid Downstream Loop,1928,1877,5000,6,3,3,3
Aquarabia,2025-05-18 00:00:00+00:00,WTR4,Aqua Loop,2279,2140,5500,8,4,4,4
Aquarabia,2025-05-18 00:00:00+00:00,WTR3,Splash Zone,3818,3622,8000,6,2,4,2
Aquarabia,2025-05-18 00:00:00+00:00,WTR2,Lazy River,2372,2281,5000,9,3,6,3
Aquarabia,2025-05-18 00:00:00+00:00,WTR1,Wave Pool,2459,2372,6000,9,1,8,1
Aquarabia,2025-05-18 00:00:00+00:00,DRD,Dizzy Rapids Drop,1750,1581,3600,7,1,6,1
Six Flags,2025-05-19 00:00:00+00:00,TWE,Twilight Express,3119,2983,7800,6,4,2,4
Six Flags,2025-05-19 00:00:00+00:00,SKW,Skywatch,2675,2611,6500,8,3,5,3
Six Flags,2025-05-19 00:00:00+00:00,HRA,High Roller Adventure,2591,2459,6000,8,2,6,2
Six Flags,2025-05-19 00:00:00+00:00,GDC,Grand Canyon Coaster,2330,2187,5200,8,1,7,1
Aquarabia,2025-05-19 00:00:00+00:00,DRD,Dizzy Rapids Drop,1953,1793,3600,9,2,7,2
Six Flags,2025-05-19 00:00:00+00:00,ELT,Electric Light Tour,1715,1552,3500,10,3,7,3
Six Flags,2025-05-19 00:00:00+00:00,KCB,Kiddie Carousel Bay,1549,1372,3000,8,3,5,3
Six Flags,2025-05-19 00:00:00+00:00,IRMT,Iron Rattler Mine Town,1846,1794,4500,7,4,3,4
Six Flags,2025-05-19 00:00:00+00:00,MLP,Magic Lantern Parade,1693,1577,4000,7,3,4,3
Six Flags,2025-05-19 00:00:00+00:00,SRT,Siroccos Tower,3651,3502,8000,10,3,7,3
Aquarabia,2025-05-19 00:00:00+00:00,SMW,Splash Mountain Wave,2777,2611,4800,6,4,2,4
Aquarabia,2025-05-19 00:00:00+00:00,AQL,Aqua Lake Raft,2125,2021,3800,8,4,4,4
Aquarabia,2025-05-19 00:00:00+00:00,FJT,Fun Jet Tubes,2249,2113,4200,9,1,8,1
Aquarabia,2025-05-19 00:00:00+00:00,RDL,Rapid Downstream Loop,2872,2691,5000,10,3,7,3
Aquarabia,2025-05-19 00:00:00+00:00,WTR4,Aqua Loop,2917,2727,5500,7,1,6,1
Aquarabia,2025-05-19 00:00:00+00:00,WTR3,Splash Zone,4449,4266,8000,10,4,6,4
Aquarabia,2025-05-19 00:00:00+00:00,WTR2,Lazy River,2619,2459,5000,8,2,6,2
Aquarabia,2025-05-19 00:00:00+00:00,WTR1,Wave Pool,3244,3157,6000,9,3,6,3
Aquarabia,2025-05-19 00:00:00+00:00,SST,Sea Stallion,3975,3816,7000,9,3,6,3
