date,asset_id,reach,industry_reach,pr_value,total_media_value,share_of_voice,sentiment_positive,sentiment_neutral,sentiment_negative
2025-07-13 00:00:00+00:00,Aquarabia,6687,10311,5597,1575,0.65,81.5,10.1,8.4
2025-07-14 00:00:00+00:00,Aquarabia,6464,9255,7641,1771,0.7,84.3,7.5,8.2
2025-07-15 00:00:00+00:00,Aquarabia,5395,8592,5684,1791,0.63,84.7,7.1,8.2
2025-07-16 00:00:00+00:00,Aquarabia,5955,9074,5586,1465,0.66,84.4,7.2,8.3
2025-07-17 00:00:00+00:00,Aquarabia,4956,6315,5092,1154,0.78,85.8,5.2,9
2025-07-18 00:00:00+00:00,Aquarabia,5354,7017,4723,1551,0.76,84.1,6.8,9.1
2025-07-19 00:00:00+00:00,Aquarabia,6213,8313,5139,1389,0.75,82,7.7,10.3
2025-07-20 00:00:00+00:00,Aquarabia,6461,9164,5883,1803,0.71,83.1,7.2,9.7
2025-07-21 00:00:00+00:00,Aquarabia,7055,9630,7404,2207,0.73,82,9.4,8.6
2025-07-22 00:00:00+00:00,Aquarabia,6126,8613,6894,2226,0.71,87.8,3.3,8.9
2025-07-23 00:00:00+00:00,Aquarabia,6398,10175,6356,2194,0.63,82.3,9.1,8.6
2025-07-24 00:00:00+00:00,Aquarabia,6455,9940,7451,1816,0.65,81.8,7.8,10.4
2025-07-25 00:00:00+00:00,Aquarabia,6732,9066,6028,1943,0.74,83.7,7.3,9
2025-07-26 00:00:00+00:00,Aquarabia,7444,11736,7648,2033,0.63,83.3,7.4,9.3
2025-07-27 00:00:00+00:00,Aquarabia,5233,8213,4571,1049,0.64,82.2,9.2,8.7
2025-07-28 00:00:00+00:00,Aquarabia,6833,9656,7430,2471,0.71,85.8,5.4,8.8
2025-07-29 00:00:00+00:00,Aquarabia,7471,10272,6804,1730,0.73,85.3,6,8.7
2025-07-30 00:00:00+00:00,Aquarabia,6938,10123,7619,2408,0.69,82.4,8.3,9.3
2025-07-31 00:00:00+00:00,Aquarabia,5900,9176,4732,1532,0.64,85,6,9
2025-08-01 00:00:00+00:00,Aquarabia,5275,8409,5785,1543,0.63,79.3,11.9,8.8
2025-08-02 00:00:00+00:00,Aquarabia,7828,11387,7925,2324,0.69,81.8,7.6,10.6
2025-08-03 00:00:00+00:00,Aquarabia,6243,9058,6020,1508,0.69,82.7,6.4,10.8
2025-08-04 00:00:00+00:00,Aquarabia,6541,8942,7431,2501,0.73,82.9,6.7,10.4
2025-08-05 00:00:00+00:00,Aquarabia,6059,8462,4997,1132,0.72,84,6,10.1
2025-08-06 00:00:00+00:00,Aquarabia,4640,6946,4068,1185,0.67,83.5,7.5,9
2025-08-07 00:00:00+00:00,Aquarabia,6074,8188,5465,1280,0.74,79.6,10.3,10.1
2025-08-08 00:00:00+00:00,Aquarabia,5747,8273,5570,1944,0.69,81.2,8.9,9.9
2025-08-09 00:00:00+00:00,Aquarabia,5945,7564,6058,2086,0.79,83.2,6.8,10
2025-08-10 00:00:00+00:00,Aquarabia,4983,7665,4178,1085,0.65,83.9,6.2,9.9
2025-08-11 00:00:00+00:00,Aquarabia,5460,7534,4552,1484,0.72,83.3,7.6,9.1
2025-08-12 00:00:00+00:00,Aquarabia,7816,10425,6695,2074,0.75,82.2,6.7,11.2
2025-08-13 00:00:00+00:00,Aquarabia,8338,11344,6903,2129,0.73,84.9,4.7,10.4
2025-08-14 00:00:00+00:00,Aquarabia,7914,11919,7921,2088,0.66,83,6.4,10.6
2025-08-15 00:00:00+00:00,Aquarabia,8343,11074,6679,2069,0.75,79.9,10.7,9.4
2025-08-16 00:00:00+00:00,Aquarabia,7972,12296,6914,2072,0.65,79.1,11.3,9.5
2025-08-17 00:00:00+00:00,Aquarabia,8021,10981,8996,2543,0.73,82.7,8.2,9.1
2025-08-18 00:00:00+00:00,Aquarabia,8478,12827,8237,2205,0.66,80.6,10.3,9.1
2025-08-19 00:00:00+00:00,Aquarabia,6220,8283,6067,1820,0.75,79.2,9.1,11.6
2025-08-20 00:00:00+00:00,Aquarabia,5339,8252,4277,1485,0.65,84.9,5.2,9.9
2025-08-21 00:00:00+00:00,Aquarabia,7940,12535,9244,2528,0.63,80.9,10,9.1
2025-08-22 00:00:00+00:00,Aquarabia,6376,8157,5255,1172,0.78,82,8.1,9.9
2025-08-23 00:00:00+00:00,Aquarabia,5282,7202,6209,1481,0.73,78.6,9.8,11.6
2025-08-24 00:00:00+00:00,Aquarabia,8375,11476,7138,2332,0.73,80.7,8.4,10.9
2025-08-25 00:00:00+00:00,Aquarabia,8370,12032,9827,3089,0.7,81.1,7.8,11.1
2025-08-26 00:00:00+00:00,Aquarabia,5430,7198,4868,1635,0.75,80.3,10.7,9
2025-08-27 00:00:00+00:00,Aquarabia,6012,7801,5872,1739,0.77,82.6,8.6,8.7
2025-08-28 00:00:00+00:00,Aquarabia,5621,7300,5734,1395,0.77,80.5,10.4,9.1
2025-08-29 00:00:00+00:00,Aquarabia,7061,10628,5803,1601,0.66,83.3,4.9,11.8
2025-08-30 00:00:00+00:00,Aquarabia,8018,11098,8954,2363,0.72,80.4,9.6,10
2025-08-31 00:00:00+00:00,Aquarabia,8354,10457,9209,2823,0.8,81.4,8.8,9.8
2025-09-01 00:00:00+00:00,Aquarabia,6058,8667,6328,2043,0.7,87.4,3.2,9.5
2025-09-02 00:00:00+00:00,Aquarabia,7402,10165,7344,1871,0.73,86.2,6.5,7.3
2025-09-03 00:00:00+00:00,Aquarabia,6959,10510,5762,1785,0.66,82.8,9.1,8.1
2025-09-04 00:00:00+00:00,Aquarabia,6562,8887,5772,1796,0.74,86.6,4.3,9.1
2025-09-05 00:00:00+00:00,Aquarabia,7474,9585,8876,2821,0.78,87.3,2.3,10.4
2025-09-06 00:00:00+00:00,Aquarabia,8295,12003,9659,2272,0.69,81.9,8.9,9.1
2025-09-07 00:00:00+00:00,Aquarabia,8069,12468,7229,2489,0.65,81.9,8.1,10
2025-09-08 00:00:00+00:00,Aquarabia,7605,11171,8593,2963,0.68,83.5,7.1,9.5
2025-09-09 00:00:00+00:00,Aquarabia,6284,8977,6690,2083,0.7,83.5,9.1,7.5
2025-09-10 00:00:00+00:00,Aquarabia,6464,10048,5267,1651,0.64,84,6,10
2025-09-11 00:00:00+00:00,Aquarabia,6779,10061,5425,1423,0.67,86.7,5.9,7.4
2025-09-12 00:00:00+00:00,Aquarabia,8464,12634,7193,2017,0.67,87,4.5,8.5
2025-09-13 00:00:00+00:00,Aquarabia,6017,8837,7185,2036,0.68,87,4.6,8.4
2025-09-14 00:00:00+00:00,Aquarabia,5502,8289,4787,1629,0.66,85.3,6.3,8.4
2025-09-15 00:00:00+00:00,Aquarabia,5627,8724,5125,1189,0.64,85.7,5.5,8.8
2025-09-16 00:00:00+00:00,Aquarabia,7930,10020,7565,2215,0.79,85.8,6.1,8
2025-09-17 00:00:00+00:00,Aquarabia,5700,8818,4781,1398,0.65,83.7,8.6,7.7
2025-09-18 00:00:00+00:00,Aquarabia,5889,8087,5021,1139,0.73,85.1,5.1,9.8
2025-09-19 00:00:00+00:00,Aquarabia,7369,11295,8780,2237,0.65,83.6,7,9.5
2025-09-20 00:00:00+00:00,Aquarabia,5387,6745,5651,1877,0.8,84.5,7.8,7.7
2025-09-21 00:00:00+00:00,Aquarabia,6568,9638,6939,1852,0.68,85.7,4.2,10.2
2025-09-22 00:00:00+00:00,Aquarabia,4556,6984,4919,1177,0.65,85.8,6.2,8
2025-09-23 00:00:00+00:00,Aquarabia,8195,10692,9046,2196,0.77,85.8,4.4,9.8
2025-09-24 00:00:00+00:00,Aquarabia,7272,10721,8253,2887,0.68,81.8,8.6,9.6
2025-09-25 00:00:00+00:00,Aquarabia,8144,11920,8523,2593,0.68,83.6,8.3,8.1
2025-09-26 00:00:00+00:00,Aquarabia,6651,9692,6768,2308,0.69,84.7,5.4,9.9
2025-09-27 00:00:00+00:00,Aquarabia,7666,10922,6329,1483,0.7,84.1,5.1,10.8
2025-09-28 00:00:00+00:00,Aquarabia,4664,7182,4886,1518,0.65,86.7,4.3,9
2025-09-29 00:00:00+00:00,Aquarabia,7213,9534,8021,2654,0.76,83.8,6.7,9.6
2025-09-30 00:00:00+00:00,Aquarabia,8025,10571,9630,2370,0.76,84.2,6.1,9.7
2025-10-01 00:00:00+00:00,Aquarabia,6337,10053,6021,1475,0.63,84.9,6.7,8.4
2025-10-02 00:00:00+00:00,Aquarabia,8233,12342,8691,2517,0.67,87,2.9,10.1
2025-10-03 00:00:00+00:00,Aquarabia,8313,12499,9682,3271,0.67,82.2,8.8,9
2025-10-04 00:00:00+00:00,Aquarabia,6997,10502,6314,1478,0.67,82.4,7.7,9.9
2025-10-05 00:00:00+00:00,Aquarabia,5714,8713,6041,1339,0.66,85.8,6.5,7.7
2025-10-06 00:00:00+00:00,Aquarabia,8102,11064,8483,1981,0.73,84.4,6.6,9
2025-10-07 00:00:00+00:00,Aquarabia,5453,7512,5221,1436,0.73,85,7.1,7.9
2025-10-08 00:00:00+00:00,Aquarabia,7126,10846,6616,1511,0.66,81.7,9.8,8.5
2025-10-09 00:00:00+00:00,Aquarabia,5288,7126,4520,1190,0.74,82.3,10,7.7
2025-10-10 00:00:00+00:00,Aquarabia,5757,7367,6296,1431,0.78,82.1,7.5,10.4
2025-10-11 00:00:00+00:00,Aquarabia,6470,9905,6501,1567,0.65,87.5,4.9,7.6
2025-10-12 00:00:00+00:00,Aquarabia,6057,7773,6134,1935,0.78,85.9,3.5,10.6
2025-10-13 00:00:00+00:00,Aquarabia,5515,7402,4495,1558,0.74,85.2,6.2,8.7
2025-10-14 00:00:00+00:00,Aquarabia,8282,11037,9405,3235,0.75,86.4,4.3,9.3
2025-10-15 00:00:00+00:00,Aquarabia,7935,12450,7071,2336,0.64,83.4,6.8,9.8
2025-10-16 00:00:00+00:00,Aquarabia,8133,10953,9441,3011,0.74,81.9,8.6,9.4
2025-10-17 00:00:00+00:00,Aquarabia,8426,12759,8977,2764,0.66,87.3,4.9,7.7
2025-10-18 00:00:00+00:00,Aquarabia,5041,7761,5635,1410,0.65,84,6.4,9.6
2025-10-19 00:00:00+00:00,Aquarabia,6367,8914,7533,2521,0.71,86,4.6,9.4
2025-10-20 00:00:00+00:00,Aquarabia,8371,10745,8073,2413,0.78,86.1,5.3,8.6
2025-10-21 00:00:00+00:00,Aquarabia,5439,6965,5797,1879,0.78,84.9,5.1,10
2025-10-22 00:00:00+00:00,Aquarabia,5053,8031,4452,1106,0.63,86.6,4.1,9.3
2025-10-23 00:00:00+00:00,Aquarabia,6021,7693,7138,2081,0.78,82.8,8.5,8.7
2025-10-24 00:00:00+00:00,Aquarabia,5953,8150,5634,1808,0.73,84.7,6.1,9.3
2025-10-25 00:00:00+00:00,Aquarabia,5287,6692,5337,1341,0.79,82.9,6.6,10.5
2025-10-26 00:00:00+00:00,Aquarabia,5437,7577,6024,2008,0.72,87.4,3.7,8.9
2025-10-27 00:00:00+00:00,Aquarabia,4930,7012,4355,1100,0.7,84.2,5.9,9.9
2025-10-28 00:00:00+00:00,Aquarabia,5442,7620,5383,1477,0.71,83.2,8.8,8
2025-10-29 00:00:00+00:00,Aquarabia,4739,7140,5218,1680,0.66,83.6,6.2,10.1
2025-10-30 00:00:00+00:00,Aquarabia,7022,10422,6152,2025,0.67,84.5,5.9,9.6
2025-10-31 00:00:00+00:00,Aquarabia,7269,10014,6839,1746,0.73,82,9.1,8.9
2025-11-01 00:00:00+00:00,Aquarabia,5634,8077,6335,1634,0.7,0,0,100
2025-11-02 00:00:00+00:00,Aquarabia,4843,6363,5542,1819,0.76,0,0,100
2025-11-03 00:00:00+00:00,Aquarabia,6873,8909,7858,2600,0.77,0,0,100
2025-11-04 00:00:00+00:00,Aquarabia,5079,6876,5512,1310,0.74,0,0,100
2025-11-05 00:00:00+00:00,Aquarabia,5997,9393,5420,1382,0.64,0,0,100
2025-11-06 00:00:00+00:00,Aquarabia,5882,8523,4931,1524,0.69,0,0,100
2025-11-07 00:00:00+00:00,Aquarabia,7459,9692,6503,2250,0.77,0,0,100
2025-11-08 00:00:00+00:00,Aquarabia,8391,10901,8792,2873,0.77,0,0,100
2025-11-09 00:00:00+00:00,Aquarabia,8255,11449,7232,2083,0.72,0,0,100
2025-11-10 00:00:00+00:00,Aquarabia,4801,6467,5441,1244,0.74,0,0,100
2025-11-11 00:00:00+00:00,Aquarabia,4500,6511,4576,1525,0.69,0,0,100
2025-11-12 00:00:00+00:00,Aquarabia,5830,7845,4903,1254,0.74,0,0,100
2025-11-13 00:00:00+00:00,Aquarabia,4629,5809,4946,1152,0.8,0,0,100
2025-11-14 00:00:00+00:00,Aquarabia,8106,11949,6754,1880,0.68,0,0,100
2025-11-15 00:00:00+00:00,Aquarabia,7481,11821,6772,1843,0.63,0,0,100
2025-11-16 00:00:00+00:00,Aquarabia,5432,7379,6021,1915,0.74,0,0,100
2025-11-17 00:00:00+00:00,Aquarabia,6493,10248,7700,2598,0.63,0,0,100
2025-11-18 00:00:00+00:00,Aquarabia,5984,8653,6837,2176,0.69,0,0,100
2025-11-19 00:00:00+00:00,Aquarabia,7929,10295,8121,2779,0.77,0,0,100
2025-11-20 00:00:00+00:00,Aquarabia,6176,9409,5118,1209,0.66,0,0,100
2025-11-21 00:00:00+00:00,Aquarabia,5067,7364,5773,1604,0.69,0,0,100
2025-11-22 00:00:00+00:00,Aquarabia,7894,12248,6342,1654,0.64,0,0,100
2025-11-23 00:00:00+00:00,Aquarabia,8225,11960,7347,2487,0.69,0,0,100
2025-11-24 00:00:00+00:00,Aquarabia,8005,11174,8454,2760,0.72,0,0,100
2025-11-25 00:00:00+00:00,Aquarabia,8192,12162,7972,2166,0.67,0,0,100
2025-11-26 00:00:00+00:00,Aquarabia,6137,9210,5973,1393,0.67,0,0,100
2025-11-27 00:00:00+00:00,Aquarabia,6414,9878,7486,2032,0.65,0,0,100
2025-11-28 00:00:00+00:00,Aquarabia,5282,8135,4445,1324,0.65,0,0,100
2025-11-29 00:00:00+00:00,Aquarabia,6865,8738,6710,2034,0.79,0,0,100
2025-11-30 00:00:00+00:00,Aquarabia,6874,8809,5882,2043,0.78,0,0,100
2025-12-01 00:00:00+00:00,Aquarabia,5477,6878,6037,1679,0.8,0,0,100
2025-12-02 00:00:00+00:00,Aquarabia,6398,9905,7106,2363,0.65,0,0,100
2025-12-03 00:00:00+00:00,Aquarabia,5770,7785,6472,1531,0.74,0,0,100
2025-12-04 00:00:00+00:00,Aquarabia,8088,10268,6954,2415,0.79,0,0,100
2025-12-05 00:00:00+00:00,Aquarabia,6442,8102,5303,1190,0.8,0,0,100
2025-12-06 00:00:00+00:00,Aquarabia,6063,9631,6116,1771,0.63,0,0,100
2025-12-07 00:00:00+00:00,Aquarabia,7116,10213,7526,1974,0.7,0,0,100
2025-12-08 00:00:00+00:00,Aquarabia,7557,10422,7417,2306,0.73,0,0,100
2025-12-09 00:00:00+00:00,Aquarabia,5445,7844,5311,1525,0.69,0,0,100
2025-12-10 00:00:00+00:00,Aquarabia,5483,8009,6471,1448,0.68,0,0,100
2025-12-11 00:00:00+00:00,Aquarabia,6274,9099,5318,1261,0.69,0,0,100
2025-12-12 00:00:00+00:00,Aquarabia,6936,8714,6057,2111,0.8,0,0,100
2025-12-13 00:00:00+00:00,Aquarabia,4917,6924,4687,1595,0.71,0,0,100
2025-12-14 00:00:00+00:00,Aquarabia,7464,11871,8025,2414,0.63,0,0,100
2025-12-15 00:00:00+00:00,Aquarabia,7985,10177,6563,1659,0.78,0,0,100
2025-12-16 00:00:00+00:00,Aquarabia,8136,10354,8316,2343,0.79,0,0,100
2025-12-17 00:00:00+00:00,Aquarabia,7246,11345,8074,2017,0.64,0,0,100
2025-12-18 00:00:00+00:00,Aquarabia,6790,10836,7979,2590,0.63,0,0,100
2025-12-19 00:00:00+00:00,Aquarabia,7609,9574,7744,2710,0.79,0,0,100
2025-12-20 00:00:00+00:00,Aquarabia,6231,9102,6660,1761,0.68,0,0,100
2025-12-21 00:00:00+00:00,Aquarabia,4689,6242,5617,1816,0.75,0,0,100
2025-12-22 00:00:00+00:00,Aquarabia,6453,9977,6156,1985,0.65,0,0,100
2025-12-23 00:00:00+00:00,Aquarabia,4943,6523,5780,1852,0.76,0,0,100
2025-12-24 00:00:00+00:00,Aquarabia,7184,10393,7722,2050,0.69,0,0,100
2025-12-25 00:00:00+00:00,Aquarabia,6387,8362,7282,1754,0.76,0,0,100
2025-12-26 00:00:00+00:00,Aquarabia,4785,6939,3952,888,0.69,0,0,100
2025-12-27 00:00:00+00:00,Aquarabia,5179,6856,4945,1515,0.76,0,0,100
2025-12-28 00:00:00+00:00,Aquarabia,4776,6551,4174,1201,0.73,0,0,100
2025-12-29 00:00:00+00:00,Aquarabia,6133,7980,6529,1855,0.77,0,0,100
2025-12-30 00:00:00+00:00,Aquarabia,6734,8766,6106,1907,0.77,0,0,100
2025-12-31 00:00:00+00:00,Aquarabia,5362,7452,6219,1676,0.72,0,0,100
