asset_id,date,total_attendance,total_tickets_sold,total_capacity,avg_uptime_hours,avg_downtime_hours,utilization_rate,sales_conversion_rate,loyalty_members_visited,avg_length_of_stay
Six Flags,2025-07-23 00:00:00+00:00,57500,57500,57500,5.2,2.3,1.0,1.0,15,4.7
Six Flags,2025-07-24 00:00:00+00:00,45970,52809,57500,5.0,2.9,0.8,0.92,19,3.9
Six Flags,2025-07-25 00:00:00+00:00,39560,44902,57500,6.1,2.4,0.69,0.78,12,8.8
Six Flags,2025-07-26 00:00:00+00:00,49152,55090,57500,5.3,2.8,0.85,0.96,13,3.3
Six Flags,2025-07-27 00:00:00+00:00,38166,46220,57500,6.1,2.1,0.66,0.8,8,8.7
Six Flags,2025-07-28 00:00:00+00:00,43743,51007,57500,4.4,3.1,0.76,0.89,9,5.7
Six Flags,2025-07-29 00:00:00+00:00,49745,54227,57500,5.6,2.6,0.87,0.94,16,7.8
Six Flags,2025-07-30 00:00:00+00:00,51359,54790,57500,5.9,2.9,0.89,0.95,18,5.5
Six Flags,2025-07-31 00:00:00+00:00,57500,57500,57500,6.1,2.5,1.0,1.0,12,9.6
Six Flags,2025-08-01 00:00:00+00:00,39285,49197,57500,6.3,2.4,0.68,0.86,17,5.0
Six Flags,2025-08-02 00:00:00+00:00,57500,57500,57500,4.9,2.4,1.0,1.0,5,9.7
Six Flags,2025-08-03 00:00:00+00:00,30352,44315,57500,5.3,2.6,0.53,0.77,5,6.2
Six Flags,2025-08-04 00:00:00+00:00,33097,45548,57500,5.5,2.6,0.58,0.79,5,3.6
Six Flags,2025-08-05 00:00:00+00:00,43331,51671,57500,5.3,2.6,0.75,0.9,17,8.5
Six Flags,2025-08-06 00:00:00+00:00,31660,46382,57500,5.5,2.4,0.55,0.81,11,4.2
Six Flags,2025-08-07 00:00:00+00:00,36092,44401,57500,5.4,2.6,0.63,0.77,15,8.4
Six Flags,2025-08-08 00:00:00+00:00,56048,56843,57500,4.5,2.9,0.97,0.99,15,3.6
Six Flags,2025-08-09 00:00:00+00:00,57500,57500,57500,4.6,2.8,1.0,1.0,8,8.2
Six Flags,2025-08-10 00:00:00+00:00,49085,53420,57500,5.4,3.1,0.85,0.93,20,3.6
Six Flags,2025-08-11 00:00:00+00:00,32950,44708,57500,6.3,2.0,0.57,0.78,8,7.8
Six Flags,2025-08-12 00:00:00+00:00,57233,57368,57500,4.8,2.8,1.0,1.0,13,8.4
Six Flags,2025-08-13 00:00:00+00:00,39640,50885,57500,5.6,2.9,0.69,0.88,9,8.9
Six Flags,2025-08-14 00:00:00+00:00,42545,51950,57500,5.1,2.4,0.74,0.9,7,7.2
Six Flags,2025-08-15 00:00:00+00:00,48743,52486,57500,5.6,1.7,0.85,0.91,11,8.9
Six Flags,2025-08-16 00:00:00+00:00,55725,56646,57500,5.3,2.9,0.97,0.99,17,9.2
Six Flags,2025-08-17 00:00:00+00:00,57500,57500,57500,6.7,2.0,1.0,1.0,14,9.0
Six Flags,2025-08-18 00:00:00+00:00,29486,45482,57500,4.7,2.8,0.51,0.79,18,8.4
Six Flags,2025-08-19 00:00:00+00:00,50945,53351,57500,4.5,3.1,0.89,0.93,6,3.2
Six Flags,2025-08-20 00:00:00+00:00,34891,45652,57500,6.1,2.5,0.61,0.79,7,4.1
Six Flags,2025-08-21 00:00:00+00:00,43558,51656,57500,5.1,3.1,0.76,0.9,13,8.1
Six Flags,2025-08-22 00:00:00+00:00,57500,57500,57500,4.6,3.2,1.0,1.0,14,5.3
Six Flags,2025-08-23 00:00:00+00:00,31545,44280,57500,5.2,2.4,0.55,0.77,6,8.7
Six Flags,2025-08-24 00:00:00+00:00,56335,57002,57500,6.0,2.6,0.98,0.99,20,6.6
Six Flags,2025-08-25 00:00:00+00:00,50078,53490,57500,5.3,2.4,0.87,0.93,8,9.2
Six Flags,2025-08-26 00:00:00+00:00,52113,55261,57500,5.5,2.7,0.91,0.96,10,3.8
Six Flags,2025-08-27 00:00:00+00:00,57500,57500,57500,5.5,2.4,1.0,1.0,6,8.8
Six Flags,2025-08-28 00:00:00+00:00,37047,47607,57500,6.3,1.9,0.64,0.83,20,6.5
Six Flags,2025-08-29 00:00:00+00:00,56571,57079,57500,5.5,2.2,0.98,0.99,14,4.0
Six Flags,2025-08-30 00:00:00+00:00,43535,53325,57500,6.0,1.8,0.76,0.93,6,7.8
Six Flags,2025-08-31 00:00:00+00:00,53777,56498,57500,6.0,2.4,0.94,0.98,16,7.0
Six Flags,2025-09-01 00:00:00+00:00,57500,57500,57500,5.1,2.8,1.0,1.0,9,6.9
Six Flags,2025-09-02 00:00:00+00:00,38131,49260,57500,5.4,2.4,0.66,0.86,5,8.7
Six Flags,2025-09-03 00:00:00+00:00,57500,57500,57500,6.1,1.8,1.0,1.0,5,4.0
Six Flags,2025-09-04 00:00:00+00:00,57500,57500,57500,5.5,3.0,1.0,1.0,18,4.1
Six Flags,2025-09-05 00:00:00+00:00,53366,55351,57500,5.1,2.2,0.93,0.96,10,8.5
Six Flags,2025-09-06 00:00:00+00:00,57500,57500,57500,6.0,2.4,1.0,1.0,19,9.2
Six Flags,2025-09-07 00:00:00+00:00,48057,51760,57500,5.5,2.3,0.84,0.9,7,8.9
Six Flags,2025-09-08 00:00:00+00:00,32956,45571,57500,5.7,2.1,0.57,0.79,8,8.3
Six Flags,2025-09-09 00:00:00+00:00,35893,46288,57500,5.0,2.2,0.62,0.81,12,9.6
Six Flags,2025-09-10 00:00:00+00:00,50447,55617,57500,6.1,2.2,0.88,0.97,17,6.7
Six Flags,2025-09-11 00:00:00+00:00,47634,52420,57500,5.8,2.3,0.83,0.91,14,3.7
Six Flags,2025-09-12 00:00:00+00:00,57500,57500,57500,5.0,2.8,1.0,1.0,20,7.7
Six Flags,2025-09-13 00:00:00+00:00,56093,56803,57500,5.1,2.7,0.98,0.99,10,9.0
Six Flags,2025-09-14 00:00:00+00:00,57500,57500,57500,6.7,1.8,1.0,1.0,17,6.9
Six Flags,2025-09-15 00:00:00+00:00,34211,43753,57500,4.7,3.0,0.59,0.76,13,3.5
Six Flags,2025-09-16 00:00:00+00:00,57500,57500,57500,4.6,2.7,1.0,1.0,5,8.3
Six Flags,2025-09-17 00:00:00+00:00,42780,50661,57500,6.2,2.3,0.74,0.88,9,6.3
Six Flags,2025-09-18 00:00:00+00:00,57500,57500,57500,5.8,2.5,1.0,1.0,5,8.7
Six Flags,2025-09-19 00:00:00+00:00,57500,57500,57500,6.3,2.6,1.0,1.0,11,9.1
Six Flags,2025-09-20 00:00:00+00:00,46955,50308,57500,6.3,2.4,0.82,0.87,6,7.4
Six Flags,2025-09-21 00:00:00+00:00,55208,56291,57500,5.3,2.4,0.96,0.98,20,5.9
Six Flags,2025-09-22 00:00:00+00:00,34930,47365,57500,5.5,2.9,0.61,0.82,13,9.1
Six Flags,2025-09-23 00:00:00+00:00,39795,47227,57500,6.3,1.8,0.69,0.82,11,9.9
Six Flags,2025-09-24 00:00:00+00:00,57500,57500,57500,6.1,2.6,1.0,1.0,11,8.4
Six Flags,2025-09-25 00:00:00+00:00,43439,49196,57500,5.3,2.9,0.76,0.86,15,3.6
Six Flags,2025-09-26 00:00:00+00:00,57500,57500,57500,6.0,2.8,1.0,1.0,13,3.8
Six Flags,2025-09-27 00:00:00+00:00,40594,49148,57500,4.7,2.6,0.71,0.85,18,6.3
Six Flags,2025-09-28 00:00:00+00:00,36019,45272,57500,5.3,2.4,0.63,0.79,18,7.6
Six Flags,2025-09-29 00:00:00+00:00,46498,53958,57500,6.0,2.1,0.81,0.94,14,5.6
Six Flags,2025-09-30 00:00:00+00:00,32911,45848,57500,5.8,2.4,0.57,0.8,15,6.1
Six Flags,2025-10-01 00:00:00+00:00,41111,49873,57500,4.4,2.7,0.71,0.87,5,5.6
Six Flags,2025-10-02 00:00:00+00:00,55770,56718,57500,6.0,2.4,0.97,0.99,15,9.5
Six Flags,2025-10-03 00:00:00+00:00,40403,50201,57500,5.2,2.7,0.7,0.87,6,3.6
Six Flags,2025-10-04 00:00:00+00:00,42677,48637,57500,6.2,1.8,0.74,0.85,5,6.2
Six Flags,2025-10-05 00:00:00+00:00,40696,51066,57500,5.1,2.8,0.71,0.89,10,7.0
Six Flags,2025-10-06 00:00:00+00:00,41456,47414,57500,5.3,2.5,0.72,0.82,14,5.1
Six Flags,2025-10-07 00:00:00+00:00,44223,52207,57500,5.5,2.6,0.77,0.91,14,7.0
Six Flags,2025-10-08 00:00:00+00:00,36274,45297,57500,5.5,2.6,0.63,0.79,5,4.1
Six Flags,2025-10-09 00:00:00+00:00,47685,52792,57500,5.0,2.7,0.83,0.92,18,8.5
Six Flags,2025-10-10 00:00:00+00:00,51272,54494,57500,5.5,2.4,0.89,0.95,10,7.3
Six Flags,2025-10-11 00:00:00+00:00,38436,51052,57500,4.8,2.5,0.67,0.89,10,4.2
Six Flags,2025-10-12 00:00:00+00:00,29766,41761,57500,6.3,1.7,0.52,0.73,7,5.2
Six Flags,2025-10-13 00:00:00+00:00,56058,56816,57500,6.1,2.2,0.97,0.99,20,7.9
Six Flags,2025-10-14 00:00:00+00:00,46035,51255,57500,4.9,2.9,0.8,0.89,8,9.5
Six Flags,2025-10-15 00:00:00+00:00,57500,57500,57500,5.9,2.3,1.0,1.0,7,6.5
Six Flags,2025-10-16 00:00:00+00:00,57500,57500,57500,6.4,2.6,1.0,1.0,16,8.1
Six Flags,2025-10-17 00:00:00+00:00,37344,46733,57500,4.9,2.7,0.65,0.81,12,9.4
Six Flags,2025-10-18 00:00:00+00:00,42167,50253,57500,5.0,2.7,0.73,0.87,19,3.8
Six Flags,2025-10-19 00:00:00+00:00,57500,57500,57500,5.0,2.5,1.0,1.0,10,7.9
Six Flags,2025-10-20 00:00:00+00:00,49304,53236,57500,5.2,2.9,0.86,0.93,14,5.0
Six Flags,2025-10-21 00:00:00+00:00,52730,55326,57500,5.6,2.4,0.92,0.96,19,6.6
Six Flags,2025-10-22 00:00:00+00:00,57500,57500,57500,5.6,1.9,1.0,1.0,20,3.7
Six Flags,2025-10-23 00:00:00+00:00,52804,54626,57500,6.7,1.8,0.92,0.95,9,7.2
Six Flags,2025-10-24 00:00:00+00:00,52362,55296,57500,6.3,2.4,0.91,0.96,11,9.9
Six Flags,2025-10-25 00:00:00+00:00,49375,53080,57500,5.1,2.3,0.86,0.92,19,5.5
Six Flags,2025-10-26 00:00:00+00:00,41702,45784,57500,5.3,2.8,0.73,0.8,13,8.8
Six Flags,2025-10-27 00:00:00+00:00,34255,47892,57500,6.3,2.5,0.6,0.83,15,3.5
Six Flags,2025-10-28 00:00:00+00:00,49582,54717,57500,5.9,2.1,0.86,0.95,5,8.4
Six Flags,2025-10-29 00:00:00+00:00,41630,46968,57500,5.4,2.1,0.72,0.82,19,6.8
Six Flags,2025-10-30 00:00:00+00:00,57500,57500,57500,5.6,2.2,1.0,1.0,8,9.8
Six Flags,2025-10-31 00:00:00+00:00,32059,43850,57500,5.4,2.5,0.56,0.76,8,4.2
